"","NMDS1","NMDS2"
"2017-03-20",-0.886317896735173,-0.139115842227078
"2017-04-11",-0.864958331187254,-0.14382309690926
"2017-04-27",-0.847465235006709,-0.0394028560065415
"2017-05-21",-0.717799441309515,-0.129805026694219
"2017-06-12",-0.391429473088432,-0.163032187147797
"2017-07-06",-0.0783535846660479,-0.447518009509246
"2017-07-12",0.153812501541475,-0.13720154302784
"2017-07-27",0.0902722306143927,-0.165023163638667
"2017-08-08",0.205954512319269,-0.125902210985406
"2017-09-06",0.250412613828852,-0.327457955640857
"2017-09-22",0.0802482541059145,-0.400400543551063
"2017-10-04",0.0425333594876509,-0.390579424419983
"2017-10-26",-0.0719116844970791,-0.0658724818526554
"2017-11-06",-0.180263139406144,-0.333285699635543
"2017-12-04",-0.47692609796369,-0.0790009683472285
"2017-12-18",-0.449690845704808,0.124046242931272
"2018-02-06",-0.674065454429742,0.0730379100304649
"2018-02-27",-0.33236363713685,-0.0694530939222638
"2018-03-05",-0.445603626327355,0.0570994846988452
"2018-03-18",-0.132936626997718,-0.192535690387892
"2018-04-09",-0.122105499410648,-0.244175313538399
"2018-04-23",-0.216561267236002,-0.333802443455392
"2018-05-07",-0.083459939667671,0.00226509711989534
"2018-05-21",-0.087948040880584,-0.0668717725591851
"2018-05-29",0.0943677661764672,-0.13358798207005
"2018-06-06",0.100444321777722,-0.382229391435904
"2018-06-27",0.195765671312827,-0.0639594312954025
"2018-07-10",0.121126012197605,-0.172627991133595
"2018-07-17",0.24105846889686,-0.0710778328459126
"2018-08-21",0.322163742504298,-0.043949580231616
"2018-09-20",0.117919563204637,-0.342455942790912
"2018-09-27",0.577087123612315,0.0700571100788316
"2018-10-11",0.367296351460675,-0.408952410001235
"2018-10-15",0.373629157335598,-0.164532421257994
"2018-11-08",0.249779981951213,-0.550972725590302
"2018-12-06",-0.266748670749855,0.322867232134719
"2019-01-13",-0.670433010173355,0.110641018426856
"2019-02-18",-0.754058752043703,0.100036445696377
"2019-03-04",-0.25210178162267,-0.130511629863315
"2019-03-31",-0.385947622973757,-0.189522441524126
"2019-04-18",-0.249118143189951,-0.226884915988815
"2019-04-29",-0.263759122816002,0.0383207260865491
"2019-05-07",-0.081439589999594,-0.10681107373318
"2019-05-24",-0.0191112756231683,-0.110785556341183
"2019-06-05",0.166894246499987,-0.427493878959224
"2019-06-17",0.387505971687495,-0.105294763928061
"2019-06-27",0.324013521119053,-0.109391086879813
"2019-07-10",0.636959566162867,-0.0997438484640702
"2019-07-23",0.137815288063618,-0.0354058845374602
"2019-08-25",0.307608545624047,-0.151035388412556
"2019-09-11",0.0774821045654285,-0.0432863894067443
"2019-09-20",-0.388028930179969,-0.323700119379638
"2019-09-26",-0.338907734092,0.0744229543909987
"2019-10-11",-0.335628383718694,0.0123569328717523
"2019-10-24",-0.286225536053371,-0.0439550312294664
"2019-11-06",-0.567819799447057,-0.239883982008177
"2019-11-21",-0.467951637294312,-0.145369744130506
"2019-12-04",-0.322143243400327,-0.250428581127846
"2020-02-04",-0.591824429136203,0.237880119491483
"2020-02-19",-0.0794353932263661,0.312572158679576
"2020-03-15",-0.013913147004623,0.179464101305484
"2020-04-06",0.0352125699696581,0.349090499577952
"2020-05-14",0.382498513962551,0.184101755270109
"2020-06-15",0.498993959839961,0.248576855497059
"2020-06-27",0.499620044986018,-0.00584070456489313
"2020-07-16",0.500723785761395,-0.0132482352892227
"2020-07-23",0.446794603721484,-0.0451534370800585
"2020-08-05",0.578907627352826,-0.00881050111873287
"2020-08-23",0.383068905008153,-0.0862541200881791
"2020-09-21",0.274651334330334,0.249099265833731
"2020-09-30",-0.40082883520671,0.054445457076731
"2020-10-19",-0.0677541247655302,0.0217577731445111
"2020-11-20",-0.365617191504036,0.0693358762302903
"2020-12-10",-0.442115417508931,0.226289905055595
"2020-12-23",-0.453064906975296,0.159779730121047
