Mon,Day,Year,Cruise,EUCAL,ACAHUD,PSEUDO,OITSIM,CTNCAL,CENABD,CALPAC,CALMAR,ACATON,ACALON,PARA,OITSPI,METR,SCOLE,ONC,MICPUS,SCOMIN,TORTDIS,EPILON,CORANG,CLASO,CLAPER,CALTEN,CALSTY,ACADAN,CLAARC,CLAPAR,CALTENU,NEOPLU,MICSET,LUC,CLAPAU,CANBIP,CLALIV,CALPAV,CALPAVON
4,27,2005,NH,0,0,3.40837,3.971389,2.978532,2.710078,2.643272,2.168121,3.827985,0,3.596636,0,2.564288,0,0,1.87003,0,1.87003,0,3.4206,0,2.168121,1.87003,2.168121,0,2.343228,0,0,0,0,0,0,0,0,0,0
5,11,2005,NH,0,1.743912,2.164958,2.815853,2.515486,3.58122,2.640094,1.866888,3.900415,0,3.900415,1.571719,1.743912,0,0,0,0,0,1.743912,3.593451,2.340057,2.515486,0,0,0,1.571719,1.743912,0,0,0,0,0,0,0,0,0
5,28,2005,Pa,0,0,3.290323,3.248953,2.251151,1.485011,2.076276,0,3.270131,0,3.318954,0,1.95255,0,0,1.95255,0,1.95255,0,3.124096,1.485011,0,1.485011,0,0,1.485011,0,0,0,0,0,0,0,0,0,0
6,7,2005,NH,0,0,3.057637,3.698206,2.752917,0,1.986618,0,3.391661,0,3.04945,2.031927,2.031927,0,0,0,1.348805,1.348805,0,3.107394,0,1.81276,0,1.639998,0,1.639998,0,0,0,0,0,0,0,0,0,0
6,18,2005,RI,0,0,2.554995,2.801143,1.512964,2.171369,2.02641,1.807277,3.503883,0,3.468056,0,2.02641,0,0,0,0,1.343487,0,2.470933,0,0,1.343487,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,2005,BP,0,0,1.563922,2.756784,0,2.157,2.456514,1.563922,3.132008,0,4.043304,0,0,0,0,0,0,1.563922,0,2.967345,1.563922,0,1.563922,0,0,1.563922,0,0,0,0,1.563922,0,0,1.563922,0,0
7,6,2005,NH,1.97785,0,2.876922,3.998605,1.681366,2.576468,2.373039,0,3.541582,1.681366,3.62657,1.681366,1.681366,0,0,0,0,1.681366,0,3.252252,0,1.681366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,28,2005,NH,0,1.664239,3.467788,3.741165,1.664239,1.837183,2.872793,2.135042,2.531068,2.135042,3.366721,1.960539,2.396834,0,1.664239,0,2.056497,1.372518,0,2.135042,0,2.056497,0,0,0,1.372518,0,0,0,0,0,0,0,0,0,0
8,2,2005,NH,1.688439,1.984996,3.855599,3.809848,2.38023,2.283772,2.794089,2.634698,2.583671,2.525841,3.720922,1.984996,2.159586,0,0,0,0,0,0,0,0,2.525841,1.688439,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,2005,NH,1.669794,0,3.535592,3.97642,1.669794,3.137841,2.661352,2.939657,3.445889,3.604994,3.123129,2.264831,2.939657,0,0,0,0,1.966154,0,0,1.966154,1.966154,0,0,0,0,1.669794,0,0,0,0,0,0,0,0,0
8,26,2005,BP,0,0,3.978034,4.229639,0,3.622393,2.96422,3.389894,3.464499,3.808913,3.753875,2.488041,2.96422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,29,2005,Pa,0,1.952175,3.753555,4.197746,2.426051,3.491507,2.647248,3.151725,3.123717,3.409866,3.409866,2.250773,2.250773,0,2.250773,0,0,0,0,0,0,0,0,0,0,1.952175,0,0,0,0,0,0,0,0,0,0
9,14,2005,NH,0,0,3.572839,3.857423,0,2.144485,0,2.443954,2.619525,3.784883,3.463728,2.443954,2.840956,0,0,0,0,2.144485,0,2.144485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,21,2005,BP,0,3.308626,3.90766,3.330892,1.736667,3.647805,2.683772,2.50813,3.620828,3.59797,3.8186,2.332712,2.933256,0,0,0,0,2.429219,0,1.736667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28,2005,NH,1.614109,2.750318,4.372813,3.767845,0,2.750318,2.834503,0,2.965616,2.926152,3.620555,2.558861,2.78023,0,0,0,1.614109,2.450059,0,1.614109,0,0,1.614109,0,0,0,0,0,0,0,0,0,0,0,0,0
10,21,2005,Pa,0,0,4.136874,4.173649,2.108827,0,2.650474,1.811164,3.295985,3.552713,3.46731,0,2.504735,0,0,0,0,0,1.811164,0,1.811164,0,1.811164,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,2005,NH,0,2.30863,3.929792,4.161434,2.088202,0,2.608592,0,3.323731,2.212254,3.413869,0,1.913879,0,0,0,0,0,0,2.088202,0,1.618113,0,0,0,1.913879,1.618113,0,0,0,0,0,0,0,0,0
12,5,2005,NH,0,1.611955,3.325692,3.665762,2.44786,1.907646,2.963411,3.308994,3.325692,2.44786,3.452622,0,1.907646,0,0,0,0,1.907646,0,2.081943,0,0,0,1.611955,0,0,0,0,0,0,0,0,0,0,0,0
2,15,2006,NH,0,0,3.198347,4.014134,2.738778,1.343178,1.806959,1.634242,1.343178,1.634242,2.646212,1.806959,1.634242,0,1.806959,0,0,1.343178,0,2.228674,1.634242,2.755139,1.343178,2.279541,1.343178,2.02609,2.279541,0,1.930201,0,1.343178,0,0,0,0,0
3,28,2006,NH,0,0,4.105548,3.887445,2.877242,0,1.978166,1.681679,0,0,2.819332,1.681679,1.978166,0,0,0,0,0,0,1.681679,2.152732,3.015387,0,1.681679,0,2.752495,2.373357,0,1.681679,0,0,0,0,0,0,0
4,5,2006,NH,2.115499,0,4.466281,3.883066,0,1.817785,1.817785,0,0,1.817785,3.316487,0,0,0,0,0,0,0,0,2.115499,2.29048,2.29048,0,0,0,2.590395,2.511437,0,0,0,0,0,0,0,0,0
4,18,2006,NH,0,0,3.530576,4.016297,0,0,2.315071,2.411561,2.016139,0,2.711748,0,1.719273,0,0,0,0,0,0,1.719273,0,2.016139,0,1.719273,0,2.190833,0,0,0,0,0,0,0,0,0,0
4,26,2006,NH,0,0,3.543766,4.020804,2.107711,1.810057,3.034129,0,2.282671,0,2.649352,2.503613,1.810057,0,0,0,0,0,0,2.107711,0,0,0,1.810057,0,2.282671,0,0,0,0,0,0,0,0,0,0
5,3,2006,NH,0,0,3.423686,3.754973,2.02396,0,0,0,1.554981,0,2.14787,0,2.32293,0,1.849918,2.622926,0,1.554981,0,1.849918,0,0,0,0,0,0,1.554981,0,0,0,0,0,0,0,0,0
5,10,2006,Pa,0,0,3.152179,3.575979,2.113835,1.894209,2.454432,1.42803,0,0,2.113835,1.42803,2.259007,0,2.01776,1.42803,1.720879,0,0,1.894209,0,1.894209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,2006,Pa,0,0,3.299592,3.628396,2.389105,1.619729,1.329,1.619729,0,1.329,0,1.792332,2.011369,0,0,1.329,1.792332,1.329,0,1.329,0,1.329,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0
5,30,2006,NH,0,2.485023,3.683262,3.152912,0,2.485023,2.360559,3.313115,0,3.5629,1.887208,0,1.887208,0,0,0,0,0,0,1.887208,1.887208,1.887208,1.887208,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,2006,NH,0,1.944817,3.700869,3.820737,0,3.218874,2.84357,2.609932,2.068521,3.934078,2.505487,0,0,0,0,0,0,0,1.477448,1.477448,0,0,0,1.477448,0,1.771184,1.477448,0,0,0,0,0,0,0,0,0
6,13,2006,RI,0,2.308922,4.020736,3.86012,0,3.103007,2.659918,2.484302,0,2.746896,2.308922,2.010019,2.010019,0,0,0,0,0,0,1.713212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,2006,NH,0,2.370204,4.148336,3.921676,1.773664,2.545678,2.370204,2.808357,0,3.271671,3.128339,1.773664,1.773664,0,0,0,0,0,0,2.466743,1.773664,2.071022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,2006,BP,0,0,4.487074,3.432399,0,2.868555,2.538233,2.596068,0,3.210657,3.518082,1.700616,1.700616,0,0,1.700616,0,0,0,2.296137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,2006,NH,0,2.536911,4.53566,3.663771,1.699316,2.837309,1.995985,2.691434,0,3.138023,3.222289,2.294817,2.732746,0,1.699316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2006,NH,0,2.080185,4.101899,3.757876,1.610226,1.610226,1.905895,2.679528,0,3.497203,2.20422,2.379405,2.20422,0,1.610226,1.610226,2.080185,0,1.610226,0,0,1.610226,0,0,0,0,0,0,0,0,1.610226,0,0,0,0,0
7,13,2006,NH,0,2.375932,4.353365,3.675222,1.90245,2.800757,0,3.011346,0,3.29514,2.597049,2.375932,2.500413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2006,NH,1.71236,0,3.897034,3.783108,0,2.934808,0,3.135536,0,3.248168,2.608017,2.183829,1.71236,0,0,0,0,0,0,0,0,0,1.71236,1.71236,0,0,0,0,0,0,0,0,0,0,0,0
8,10,2006,NH,0,1.66277,4.095739,3.767242,1.66277,2.432981,0,2.133551,0,4.100417,2.354121,2.133551,2.257691,0,0,0,1.66277,0,0,0,0,0,1.66277,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,2006,NH,0,2.436886,3.940495,3.534806,0,2.704998,0,2.195038,0,3.524825,2.632603,1.89677,2.632603,0,1.601214,0,0,1.601214,0,0,0,0,1.89677,0,0,2.071022,0,0,0,0,0,0,0,0,0,0
8,29,2006,NH,0,4.066695,4.427933,3.816447,1.988356,2.683743,2.683743,3.607229,0,3.188274,3.130322,0,1.988356,0,0,0,0,1.988356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,2006,NH,0,4.176044,4.226095,3.83905,2.330476,3.578977,1.935569,2.671791,0,3.328646,3.173831,2.409319,2.330476,0,2.330476,0,1.935569,2.109978,0,0,0,1.639548,2.234073,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,2006,NH,0,2.507527,3.9349,3.877301,1.736073,2.632128,2.033097,2.683168,0,3.330287,2.983747,2.207844,2.428616,0,0,0,0,0,0,0,0,0,1.736073,0,0,0,2.033097,0,0,0,0,0,0,0,0,0
9,26,2006,NH,0,2.87055,4.48113,4.030219,0,2.756782,2.235673,2.93262,0,3.70059,2.711109,2.235673,2.235673,0,0,0,2.060843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28,2006,BP,0,3.34599,4.959544,4.345813,2.306551,2.906999,2.306551,3.559793,0,4.012013,3.258883,2.306551,2.606507,0,0,0,0,0,0,0,0,2.306551,0,0,0,2.306551,0,0,0,0,0,0,0,0,0,0
10,12,2006,NH,2.038312,3.14857,4.230243,3.920861,0,0,2.813138,2.73409,0,2.038312,3.636478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.038312,0,0,0,0,0
10,31,2006,NH,0,2.989969,3.539322,4.038076,1.656781,0,1.656781,1.952998,0,2.878126,2.348025,1.656781,1.952998,0,0,0,1.656781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,29,2006,NH,0,0,3.734963,3.436841,3.152558,0,2.454808,0,3.447974,1.562257,3.748926,0,2.1553,0,0,0,0,0,0,2.330378,2.031372,2.697193,1.857296,2.1553,0,2.592695,2.454808,1.562257,0,0,0,0,0,1.562257,0,0
12,5,2006,NH,0,0,3.365957,3.44083,2.779496,0,0,0,2.980873,1.573055,3.144233,0,1.74526,0,0,0,0,1.28348,0,2.166321,1.451968,1.918741,0,1.918741,0,1.918741,1.573055,0,0,0,0,0,0,0,0,0
1,12,2007,NH,0,0,4.185137,3.55488,2.932685,0,2.221582,0,2.672189,1.749645,3.165389,0,1.749645,0,0,0,1.456276,1.923152,0,2.720397,2.345869,2.932685,0,1.749645,0,2.763784,1.923152,2.046793,0,0,0,0,0,0,0,0
1,24,2007,NH,0,0,4.295934,3.647531,1.915024,0,1.915024,1.44834,1.44834,0,3.474128,0,1.741566,0,0,0,1.44834,0,0,1.44834,0,2.213406,0,1.44834,0,2.337679,0,1.44834,0,0,0,0,0,0,0,0
2,13,2007,NH,0,0,3.776076,4.179461,2.880952,0,2.618186,2.985565,1.845234,1.845234,2.985565,0,1.845234,0,0,0,0,0,0,2.985565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,2007,NH,0,0,3.930895,4.124961,2.751092,0,2.240939,1.646296,0,0,2.867417,0,0,0,0,1.646296,0,0,0,1.646296,1.646296,3.034719,0,1.646296,1.646296,2.813138,1.646296,0,2.892208,0,0,0,0,0,0,0
3,14,2007,NH,0,1.330426,3.809397,3.69712,1.793802,0,1.743522,0,1.621188,0,2.352966,0,1.330426,0,0,0,0,0,0,0,0,2.541342,0,1.330426,0,2.215385,0,0,1.240686,0,0,0,0,1.330426,0,0
3,22,2007,NH,0,0,4.276364,3.769392,0,0,1.879472,0,0,0,1.874784,0,0,0,0,0,0,0,0,0,0,2.048939,0,0,0,0,0,2.048939,1.120643,0,0,0,0,0,0,0
3,30,2007,NH,0,1.656781,3.740602,3.337498,0,2.127473,1.656781,2.551414,0,1.656781,0,0,0,0,0,1.656781,0,1.952998,0,1.952998,0,1.656781,0,0,0,1.656781,0,0,0,0,0,0,0,0,0,0
4,19,2007,NH,0,0,4.111978,3.878335,1.94373,0,0,2.638727,0,0,1.647616,1.647616,0,0,0,0,0,0,0,1.647616,1.647616,1.647616,0,0,0,0,0,0,1.888887,0,0,0,0,0,0,0
5,4,2007,NH,0,0,4.251032,3.811742,0,2.702322,0,1.781686,0,0,2.593424,0,2.052116,0,0,0,0,0,0,2.052116,0,0,0,0,0,0,0,0,1.891228,0,0,0,0,0,0,0
5,15,2007,NH,0,2.639499,4.476105,3.471157,0,1.944495,0,3.019129,0,2.243051,1.944495,0,0,0,2.243051,1.944495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30,2007,NH,0,0,4.063941,3.732429,1.555673,2.39029,0,2.905688,0,2.244869,0,1.555673,1.555673,0,0,2.024664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,2007,NH,0,3.402876,4.06032,3.331551,0,3.537529,0,3.792746,0,3.264638,2.188046,0,0,0,1.889824,0,0,1.889824,0,1.889824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,2007,NH,0,3.502664,4.029994,3.593101,0,3.77773,0,3.168551,0,3.428056,0,2.006227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,2007,BP,0,2.802718,4.135944,3.388477,0,3.419499,1.665392,3.235941,0,3.542521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,2007,NH,0,3.559296,3.915482,3.645755,0,3.702224,0,3.019189,0,3.431937,2.392148,2.092875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,2007,NH,0,3.935322,4.113763,3.530281,0,3.796741,0,2.952059,0,3.895592,0,2.153006,2.153006,0,0,0,1.681949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,2007,NH,0,2.749334,4.125777,3.567123,0,3.468866,0,3.401944,0,3.873556,1.975033,1.975033,1.678578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,28,2007,NH,0,2.980104,3.974232,3.632962,0,3.595183,0,2.475953,0,3.84005,3.861948,1.782751,0,0,1.782751,0,2.080185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,2007,NH,0,3.649174,4.337848,4.02425,0,3.638958,0,2.794457,0,3.413716,3.447127,2.318728,2.019778,0,0,0,0,2.019778,0,0,0,0,2.019778,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,2007,NH,0,3.414946,4.449163,4.417342,0,3.298491,0,3.463233,0,3.463233,3.029833,2.486778,0,0,0,2.187161,2.187161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,30,2007,NH,0,3.49456,4.038529,4.167867,0,3.552535,0,3.126769,0,3.161506,4.193419,2.350236,2.051141,0,0,0,0,0,0,2.051141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,12,2007,NH,0,3.156988,4.042324,4.017853,0,2.78174,2.181828,3.309509,0,2.657041,4.03934,2.181828,0,0,0,0,0,1.883646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24,2007,NH,0,4.371942,4.144984,3.797416,0,3.52036,2.851833,2.551414,2.076725,3.27742,4.306088,2.375932,0,0,0,0,0,2.076725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,2007,NH,0,2.702322,3.895947,3.557491,0,1.48545,0,1.48545,2.375932,3.114797,3.7933,1.48545,0,0,0,0,0,1.952998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,2007,Sh,0,0,3.714133,3.847649,2.172907,0,1.48545,0,0,2.851833,3.124549,0,1.952998,0,0,0,0,0,0,0,2.076725,2.076725,1.77932,1.48545,2.648079,2.076725,2.172907,0,0,0,0,0,0,0,0,0
11,7,2007,NH,0,2.562733,3.091404,4.132477,1.929856,0,0,1.929856,1.462825,0,3.240241,2.403561,2.352623,0,0,0,0,1.929856,0,1.462825,0,0,0,0,0,1.462825,0,0,0,0,0,0,0,0,0,0
11,20,2007,NH,0,0,3.062451,3.773353,0,1.285826,1.74769,1.575464,0,2.468334,2.970769,0,0,0,0,1.285826,0,1.285826,1.285826,0,0,1.285826,0,0,1.575464,0,0,0,0,0,0,0,0,0,0,0
12,10,2007,NH,0,2.193957,3.575997,2.911861,0,0,0,1.144313,0,2.228506,2.318201,1.144313,1.722358,0,0,0,0,0,0,0,0,1.429482,0,0,1.144313,1.144313,0,0,0,0,0,0,0,0,0,0
2,12,2008,NH,0,0,4.074116,3.899049,2.141717,0,2.04559,2.141717,0,1.455105,2.741421,0,1.748453,0,1.455105,0,0,1.455105,0,0,0,1.455105,1.455105,0,0,0,1.748453,0,1.455105,0,0,0,0,0,0,0
2,17,2008,NH,0,0,3.581242,3.9476,2.028908,1.345894,1.63702,2.582265,0,0,2.369108,0,0,0,0,0,1.345894,1.933012,0,0,0,1.933012,1.63702,0,0,0,0,0,0,0,1.933012,0,0,0,0,0
3,4,2008,NH,0,0,3.872774,3.913148,1.303783,0,0,2.850466,0,1.593889,1.889351,0,2.063571,0,0,0,0,0,0,0,0,1.593889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,2008,Sh,0,2.395684,4.446067,3.570143,0,2.096397,0,3.190095,0,0,2.271327,0,1.798831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21,2008,Sh,0,0,4.140641,3.797684,1.667183,0,0,2.987242,0,1.963515,2.262177,0,1.667183,0,0,0,0,2.358612,0,0,0,1.667183,0,0,0,0,0,0,1.667183,0,0,0,0,0,0,0
3,31,2008,NH,0,1.916182,4.237243,3.730507,0,1.916182,0,2.990507,0,1.916182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,2008,NH,0,2.910013,4.337401,3.365597,1.770775,3.254953,0,3.106113,0,2.367278,1.770775,0,0,0,1.770775,1.770775,0,0,0,0,0,1.770775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,2008,Sh,0,3.193374,3.894401,3.521928,1.9196,3.045068,0,3.312494,0,3.345902,0,0,2.093946,0,0,1.9196,2.093946,1.623765,0,0,0,0,1.623765,0,0,1.623765,0,0,0,0,0,0,0,0,0,0
5,1,2008,NH,0,1.284305,3.438824,3.361689,0,1.869101,0,2.563348,0,0,1.284305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284305,0,0,0,0,0,0,0,0,0
5,9,2008,NH,0,0,4.428248,3.610393,0,2.570064,0,3.715105,0,2.394556,0,0,0,0,2.394556,2.394556,0,0,0,0,0,0,0,0,0,1.797717,0,0,0,0,0,0,0,0,0,0
5,21,2008,Pa,0,2.858839,4.597173,3.595106,1.823416,2.517137,0,3.62986,0,3.572836,1.823416,0,2.121173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,2008,NH,0,3.649498,4.311949,3.451744,0,3.227206,0,3.18303,0,3.580799,0,2.339638,1.743498,0,0,0,2.639674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,2008,NH,0,3.824826,4.456998,3.392978,0,3.294097,0,3.075747,0,3.721189,0,0,1.669798,0,0,0,0,1.669798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,2008,NH,0,2.905791,4.379668,3.148598,0,3.546353,0,3.219907,0,4.035625,0,0,0,0,0,1.709689,2.305346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,2008,BP,0,1.858984,4.047487,3.154268,0,2.666783,0,2.807852,0,3.043658,0,1.858984,0,0,1.858984,2.033068,1.858984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,2008,NH,0,1.776874,4.142496,3.167788,0,2.373455,0,2.615704,0,3.595738,0,2.074259,2.673564,0,0,1.776874,2.074259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,2008,Pa,0,2.314393,4.006443,3.591147,0,3.403534,0,3.573,0,3.83086,0,2.438805,2.263504,0,0,2.263504,2.263504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,2008,Pa,0,1.350576,3.782616,3.150609,0,2.536143,0,2.793854,0,3.61642,0,2.033764,2.693366,0,0,0,1.814586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,28,2008,NH,0,0,4.628096,2.886711,0,3.593827,0,3.141733,0,3.519746,0,2.489615,2.665238,0,1.891755,1.891755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2008,NH,0,1.878816,4.27618,3.665522,0,2.952702,0,3.50664,0,3.665522,0,2.573168,2.652156,1.878816,0,2.652156,1.878816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,2008,NH,0,0,4.567463,3.462091,0,2.906178,0,2.509046,0,3.829982,0,2.209359,0,0,0,0,1.615271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22,2008,NH,0,1.850785,4.6271,3.525988,0,2.959038,0,3.276211,0,4.043314,0,0,2.148742,0,0,0,0,0,0,0,0,0,0,0,0,1.850785,0,0,0,0,0,0,0,0,0,0
9,8,2008,NH,0,3.692301,3.862238,2.872521,0,3.208,0,2.018785,0,3.023618,2.696721,0,1.922914,0,0,2.221343,0,0,0,0,0,1.336141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,2008,NH,0,3.289793,3.965573,3.354703,0,3.120757,0,2.401993,0,3.00276,2.401993,0,2.753218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805066,0,0,0,0,0,0
9,23,2008,NH,0,3.32606,3.831069,3.191436,0,3.025235,0,2.995301,0,3.604717,2.548933,2.152829,1.854843,0,0,1.854843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2008,BP,0,0,3.812016,3.406354,0,2.242345,0,0,0,3.771404,2.54213,2.242345,2.242345,0,0,0,0,2.067494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,2008,NH,0,2.919664,4.283787,3.884436,1.811946,1.811946,1.811946,3.220433,0,3.34946,3.336877,0,0,0,0,0,0,1.811946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,2008,NH,0,2.953952,4.192379,3.838139,0,2.477796,0,3.041015,0,3.430752,3.579125,2.003556,2.003556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,27,2008,NH,0,3.341082,3.717718,3.789587,0,2.922275,0,2.022805,0,2.864357,3.223045,2.497171,2.718466,0,0,0,2.022805,2.022805,0,0,0,0,2.022805,0,0,2.022805,0,0,0,0,0,0,0,0,0,0
11,19,2008,NH,0,1.534763,3.54321,3.726098,2.127209,1.829407,2.223471,1.829407,0,3.066338,3.571231,2.223471,0,0,0,0,0,2.426616,0,0,0,2.302219,2.127209,2.426616,1.534763,1.829407,0,0,0,0,0,0,1.534763,0,0,0
11,24,2008,NH,0,0,3.849988,3.581844,1.580457,0,2.415662,2.049903,0,3.259328,3.401574,1.875744,0,0,0,0,0,1.580457,0,0,0,2.173873,2.473446,2.270201,2.049903,0,0,0,0,0,0,0,0,0,0,0
12,8,2008,NH,1.446412,0,3.460125,3.848953,2.211419,0,1.739604,0,0,2.732425,3.476059,2.211419,2.277985,0,0,0,0,0,0,0,0,3.237022,2.545772,2.432199,0,2.211419,0,0,0,0,0,0,0,0,0,0
1,14,2009,NH,0,1.209614,3.881843,3.282546,2.330112,0,1.791092,2.330112,1.791092,2.20585,2.960576,0,1.497031,0,0,0,0,2.22593,0,0,0,2.162669,1.497031,1.209614,0,1.209614,0,0,0,0,0,0,0,0,0,0
1,23,2009,NH,0,1.869101,4.006248,3.729558,2.429081,0,0,2.291385,1.695935,2.38785,2.856495,1.992569,2.563348,0,0,1.403565,1.403565,2.23371,0,0,1.403565,2.291385,0,1.403565,0,0,1.403565,0,0,0,0,0,0,0,0,0
2,4,2009,NH,0,0,3.665992,3.877043,2.290942,0,0,2.553172,1.523763,1.992128,2.917628,1.818243,2.572424,0,0,0,0,1.523763,0,0,0,2.942422,2.290942,1.818243,0,1.818243,0,0,1.523763,0,0,1.523763,0,0,0,0
2,17,2009,NH,0,0,3.785779,4.158286,2.577343,0,0,2.577343,0,1.882946,2.919139,0,1.882946,0,0,0,0,2.480721,0,2.181124,0,1.882946,1.882946,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,2009,NH,0,0,4.279853,4.00936,0,0,0,1.573902,0,1.869101,0,0,0,0,0,0,0,1.573902,0,0,1.573902,2.408955,0,0,0,0,1.573902,1.573902,2.263504,0,0,0,0,0,0,0
3,24,2009,NH,0,0,4.087279,3.894502,0,0,0,0,0,0,2.268405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2009,NH,0,2.010857,4.125559,3.75097,2.010857,3.06767,0,2.644408,0,2.936522,1.714042,0,0,0,0,0,0,1.714042,2.309764,1.714042,0,1.714042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,2009,NH,0,0,3.743549,3.653577,0,2.337716,0,2.792349,0,2.192385,0,1.504429,1.504429,0,1.504429,2.192385,0,0,0,0,0,1.798608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,2009,NH,0,0,4.307299,3.523266,0,2.621086,0,3.34724,0,3.699314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,2009,NH,2.43033,0,4.133469,3.398925,0,2.475926,0,3.366753,0,3.377744,1.782724,0,1.782724,0,0,0,0,2.080158,1.782724,0,0,0,0,0,0,1.782724,0,0,2.080158,0,0,0,0,0,0,0
5,26,2009,NH,0,3.30834,3.936566,3.840466,0,3.394216,0,3.218213,0,3.446584,0,0,1.809759,0,2.107411,1.809759,0,3.125521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,2009,NH,0,3.736296,4.264796,3.789972,0,3.281599,1.984862,2.583536,0,3.38706,0,1.984862,2.283638,0,0,1.984862,0,3.156736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
