Mon,Day,Year,Cruise,EUCAL,ACAHUD,PSEUDO,OITSIM,CTNCAL,CENABD,CALPAC,CALMAR,ACATON,ACALON,PARA,OITSPI,METR,SCOLE,ONC,MICPUS,SCOMIN,TORTDIS,EPILON,CORANG,CLASO,CLAPER,CALTEN,CALSTY,ACADAN,CLAARC,CLAPAR,CALTENU,NEOPLU,MICSET,LUC,CLAPAU,CANBIP,CLALIV,CALPAV,CALPAVON
5,21,1996,NH,0,0,2.54075,3.456103,1.646325,0,2.998571,0,1.646325,0,3.017036,2.240968,2.240968,0,1.646325,0,0,0,0,2.783251,0,2.979286,0,1.646325,0,2.240968,0,1.646325,0,0,0,0,1.646325,0,0,0
6,11,1996,NH,1.249154,1.249154,3.701175,4.087326,2.226553,0,2.339901,3.273417,0,0,2.526292,2.526292,2.267711,0,2.701952,2.226553,0,0,0,2.226553,0,1.249154,0,0,0,0,0,0,0,1.249154,0,0,0,0,0,0
7,11,1996,NH,0,1.770787,3.996401,3.772035,1.725846,2.06812,1.725846,2.603294,0,2.967949,1.725846,2.06812,1.725846,0,1.725846,1.770787,0,0,0,1.770787,0,1.725846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,1996,NH,0,2.947811,4.24401,4.123445,0,2.550604,0,3.478944,0,3.202865,0,0,1.952196,0,2.250795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,1996,NH,0,2.259747,3.947598,4.112703,1.742405,2.684221,1.742405,3.035904,0,3.227647,2.735274,2.084848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,1996,NH,1.572785,3.184546,3.775929,3.534267,0,2.166046,1.822865,2.407812,0,3.079888,1.867969,0,1.822865,0,1.867969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.528316,0,0,0,0,0
9,5,1996,NH,0,2.489753,3.341328,3.660897,0,2.066122,1.596396,2.286476,0,3.477494,2.489753,1.891891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,19,1996,NH,0,1.911388,4.551463,4.307451,1.911388,2.509435,2.751896,2.384944,0,4.286263,3.161601,0,0,0,0,0,0,0,0,1.911388,0,0,0,0,0,1.911388,0,0,0,0,0,0,0,0,0,0
10,7,1996,NH,0,1.35599,4.166399,4.374663,2.242007,1.943458,1.35599,2.513846,0,3.370032,2.842197,0,2.242007,0,0,0,0,0,0,1.647347,0,0,0,1.943458,0,0,1.35599,0,0,0,0,0,0,0,0,0
10,31,1996,NH,0,3.805852,3.887879,3.971771,2.280865,2.10591,2.543071,1.80827,0,3.124009,3.032315,0,2.10591,0,1.80827,0,0,0,0,2.580756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,26,1996,NH,0,0,3.584685,3.694965,2.84221,0,2.067171,0,0,2.569755,3.080828,1.382834,2.269893,0,0,0,0,0,0,0,0,1.97119,0,1.97119,2.269893,2.445206,0,0,0,0,0,0,0,0,0,0
12,19,1996,NH,0,0,3.971244,3.953308,2.579395,0,1.914563,1.447889,2.637244,1.447889,2.847712,1.741107,2.038177,0,0,0,0,0,0,1.741107,0,2.688285,0,2.212941,2.637244,2.733954,0,1.447889,0,0,0,0,0,0,1.447889,0
2,24,1997,NH,0,0,4.002138,4.237797,2.472083,1.874395,2.472083,2.172515,2.472083,0,2.869143,2.172515,0,0,0,0,0,2.172515,0,2.172515,0,1.874395,0,2.172515,0,2.647686,0,2.172515,1.874395,0,0,0,0,1.874395,1.874395,0
3,21,1997,NH,0,0,4.066506,3.675208,2.18659,2.01191,1.422345,2.974267,1.137434,0,2.407307,0,0,0,0,0,0,0,0,0,0,2.407307,1.137434,1.715085,0,2.01191,1.137434,1.715085,0,0,0,0,0,0,0,0
4,4,1997,NH,1.781166,0,3.606534,4.016376,2.428751,0,1.954855,2.835251,0,0,2.904793,2.129337,2.404023,0,1.781166,0,0,0,0,0,0,2.349894,1.781166,1.658617,1.658617,1.954855,0,0,0,0,0,0,0,0,0,0
4,25,1997,NH,0,0,3.820175,4.336759,2.374788,0,0,2.499268,0,0,2.550268,0,2.075586,0,0,0,0,0,0,0,0,3.186148,2.075586,2.374788,0,3.026572,0,0,2.674901,0,0,0,0,0,0,0
5,5,1997,NH,0,0,4.389144,4.017758,0,0,1.814904,3.544722,0,0,2.112596,2.112596,2.287569,0,1.814904,0,1.814904,0,0,1.814904,0,1.814904,1.814904,0,1.814904,2.411947,0,0,0,0,0,0,0,0,0,0
5,15,1997,NH,0,0,4.61272,3.907977,0,0,2.08704,2.643767,0,0,0,0,1.666955,0,0,0,0,0,0,0,0,2.261945,0,0,0,1.666955,0,0,0,0,0,0,0,0,0,0
5,28,1997,NH,0,0,4.014994,3.332574,0,2.204757,0,2.204757,0,1.906429,1.906429,0,1.906429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,1997,NH,0,2.075586,3.508749,3.050032,0,1.605702,2.199611,1.901315,0,0,0,0,0,0,0,0,0,0,1.605702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,1997,NH,0,1.885978,3.620761,3.686564,0,2.184175,0,2.483782,0,0,3.159349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,1997,NH,0,0,4.147399,3.735646,0,3.228319,1.576963,2.645469,0,1.576963,3.297917,1.576963,0,0,1.576963,0,0,0,1.872203,2.170309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,1997,NH,0,0,4.125837,3.639111,0,3.185036,0,2.074483,0,2.37368,3.025461,0,0,0,0,0,2.074483,0,0,2.074483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,1997,NH,0,2.212493,4.192122,4.196621,0,2.812551,0,3.055303,0,2.687835,4.04871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,29,1997,NH,0,0,3.931189,3.624534,1.751385,2.127082,1.751385,2.869143,0,2.55102,3.360107,2.127082,2.493203,0,0,0,0,0,0,1.656395,0,1.751385,1.656395,0,0,0,0,0,0,0,0,0,0,0,0,0
7,30,1997,NH,0,0,3.78821,3.715672,0,3.113863,0,2.453877,0,2.975685,3.026787,2.075799,2.550481,0,0,0,0,0,0,0,0,0,1.9798,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,1997,NH,0,0,3.255742,3.345873,0,2.81891,1.551859,2.619722,1.846752,2.770683,2.88249,1.551859,1.551859,0,0,0,0,0,0,0,0,1.262849,1.551859,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,1997,NH,0,0,3.777548,3.700547,1.584803,3.289582,0,3.645336,0,3.105175,3.020928,1.584803,1.880147,0,2.178306,0,1.880147,0,0,0,0,0,1.584803,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,1997,NH,0,0,3.86079,3.632353,1.876303,2.819996,2.174437,3.636783,0,3.308572,2.97107,0,2.344187,0,1.747986,0,0,0,0,0,0,0,0,0,0,1.747986,0,0,0,0,0,0,0,0,0,0
8,21,1997,NH,0,0,3.950791,3.64981,2.190127,2.190127,2.365283,3.733938,0,3.141871,2.965936,2.489753,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489753,0,0,0,0,0,0,0,0,0,0
8,27,1997,NH,1.928493,1.632554,3.32149,3.069841,0,2.102875,2.526696,2.102875,0,2.468889,3.400637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,28,1997,NH,2.373366,1.899906,3.195709,3.008772,1.899906,2.198193,1.899906,2.740291,0,3.008772,3.700669,0,0,0,0,0,0,0,2.373366,2.373366,0,1.899906,1.899906,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1997,NH,0,0,3.221,3.807518,2.144681,0,2.5687,1.67374,0,2.365283,3.651305,0,1.67374,0,2.268841,0,0,0,0,2.841154,0,0,1.67374,0,2.268841,1.970143,0,0,0,0,0,0,0,0,0,0
9,9,1997,NH,0,0,2.573251,3.703685,2.438014,0,2.852011,1.745334,0,2.21722,3.794431,1.918816,0,0,1.745334,0,0,0,1.452041,2.955422,0,0,1.745334,0,2.042444,0,1.918816,0,0,0,0,0,0,0,0,0
10,15,1997,NH,0,0,1.516495,3.709979,2.618059,0,2.283486,0,2.204757,1.516495,3.655452,0,2.283486,0,0,0,0,0,0,3.417048,0,0,0,1.810863,1.810863,1.516495,0,0,0,0,0,0,0,0,0,0
11,3,1997,NH,3.657108,0,0,3.657108,2.276101,1.509299,2.57598,0,1.509299,2.342719,3.321926,0,1.977365,0,0,0,0,0,0,3.186123,0,1.509299,0,1.803555,2.19738,1.803555,0,1.509299,0,0,0,0,0,0,0,0
11,15,1997,LT,0,0,3.404078,3.973132,3.404078,0,3.185348,0,0,0,3.41303,0,2.978395,0,0,0,0,0,0,3.137956,0,3.185348,0,2.423278,2.423278,2.764806,0,0,0,0,0,0,0,0,0,0
12,12,1997,NH,0,0,0,2.499104,2.902839,0,0,0,1.11724,0,2.846798,0,2.164914,0,1.11724,0,0,1.401368,0,2.746289,2.289109,2.53119,1.401368,2.086327,0,2.086327,1.866845,0,0,0,0,2.231436,0,0,0,0
1,30,1998,LT,0,0,1.906162,2.942626,3.212757,0,1.610489,0,0,0,3.811962,0,1.610489,0,2.080452,0,0,0,0,3.077192,0,2.446362,0,2.446362,1.610489,3.156313,0,2.080452,0,0,1.610489,1.610489,0,0,0,0
3,5,1998,NH,0,0,1.418103,2.306435,3.109103,0,2.306435,0,0,0,2.957976,1.418103,2.007544,0,1.418103,0,0,0,0,1.884026,0,2.703086,0,2.548553,1.418103,2.578434,0,1.884026,0,0,0,1.710761,0,0,0,0
3,18,1998,NH,0,0,3.068499,3.767173,3.030745,0,2.989392,0,0,0,2.943684,0,2.989392,0,0,0,0,0,2.292199,2.592119,0,2.592119,0,2.892594,0,0,2.892594,2.292199,2.292199,0,1.993379,2.292199,1.993379,0,0,0
4,5,1998,LT,2.070867,0,2.245726,3.297829,3.50663,0,1.77351,0,0,0,3.346111,0,2.370048,0,0,0,0,0,0,3.045277,0,2.245726,0,2.070867,0,2.7212,0,0,0,0,0,0,1.77351,0,0,0
4,10,1998,LT,0,0,0,3.124393,2.426725,0,2.551258,0,0,0,3.410542,0,1.952844,0,0,0,0,0,0,3.178712,0,0,0,0,0,1.952844,0,0,0,0,0,1.952844,0,0,0,0
4,21,1998,NH,0,1.820091,1.820091,3.290813,3.436877,2.513772,2.717392,1.820091,1.820091,0,3.393428,0,2.513772,0,1.820091,0,0,0,0,2.768452,0,2.292809,0,2.292809,0,2.117823,0,1.820091,0,0,0,1.820091,0,0,0,0
4,29,1998,NH,1.568001,1.568001,0,3.925364,3.459337,0,2.037222,0,0,0,1.86312,2.161163,2.460693,0,2.460693,0,0,0,0,2.732992,0,1.568001,0,1.86312,0,2.257474,0,0,0,0,0,0,0,0,0,0
5,12,1998,NH,0,0,1.69184,3.736078,2.938692,0,1.69184,2.163035,0,1.69184,2.762851,2.529303,2.638162,0,0,0,0,0,0,2.859611,1.69184,2.287227,0,2.287227,0,0,1.69184,0,0,1.69184,0,0,0,0,0,0
5,27,1998,NH,2.356367,2.057245,2.057245,3.284096,2.598585,2.531821,3.199823,0,2.356367,2.057245,2.956991,2.057245,2.531821,0,1.760005,0,0,0,0,3.00809,1.760005,0,1.760005,0,0,1.760005,1.760005,0,0,0,0,0,0,0,0,0
6,2,1998,LT,1.875887,1.875887,2.570208,3.375401,2.949738,2.174017,2.949738,1.875887,0,1.875887,2.949738,0,2.870654,0,2.47359,0,0,0,0,3.192567,0,1.875887,0,0,0,2.349138,0,0,0,0,0,0,0,0,0,0
6,12,1998,NH,2.506092,1.734659,3.028021,3.416946,2.841154,0,3.088666,1.734659,0,1.734659,2.206414,1.734659,2.768717,0,2.03167,0,0,0,0,2.931213,0,0,0,2.03167,0,1.734659,0,0,0,0,0,0,0,0,0,0
6,23,1998,BP,2.066358,0,2.665613,3.810869,3.424505,0,2.36552,2.36552,0,0,3.017274,2.36552,3.142108,0,2.066358,0,0,0,0,2.908249,2.066358,0,2.066358,0,0,2.066358,0,0,0,0,2.066358,0,0,0,0,0
7,6,1998,NH,1.967035,0,0,3.722075,3.0419,1.670666,2.703547,2.703547,1.670666,2.808098,3.360454,2.265716,0,0,1.670666,0,0,0,0,2.866006,0,1.670666,1.670666,0,0,0,0,1.670666,0,0,0,0,0,0,0,0
7,20,1998,NH,1.520372,0,1.8148,3.326815,2.411842,3.313457,2.808771,1.8148,1.988668,3.431506,3.548582,2.287464,3.130637,0,0,0,0,0,0,2.587372,0,1.8148,1.988668,0,0,2.411842,0,0,0,0,0,0,0,0,0,0
7,28,1998,NH,0,3.233271,2.932495,3.585313,2.932495,3.195506,2.156873,3.108417,2.756657,3.917316,3.616339,0,2.156873,0,2.156873,0,0,0,0,0,0,0,0,0,0,2.156873,0,0,0,0,0,0,0,0,0,0
8,6,1998,LT,0,0,3.067533,3.304738,2.029843,2.029843,3.026178,3.256459,0,3.202133,3.594081,0,3.105291,0,0,0,0,0,0,2.029843,0,0,2.029843,0,0,2.029843,0,0,0,0,0,0,0,0,0,0
8,14,1998,LT,0,0,2.47232,2.869381,2.807323,0,2.994173,1.701427,1.701427,2.948465,3.573632,1.701427,2.47232,0,0,0,0,0,0,2.172751,0,1.701427,0,1.701427,0,1.701427,0,0,0,0,0,0,0,0,0,0
8,27,1998,NH,0,1.841669,3.039887,3.680559,2.91508,2.314601,3.437589,2.439013,2.139561,2.439013,3.634812,2.139561,2.439013,0,0,0,0,0,0,2.139561,0,1.841669,2.139561,0,0,1.841669,0,0,0,0,1.841669,0,0,0,0,0
9,10,1998,NH,0,2.01023,3.705023,3.085505,2.184905,2.01023,2.984141,1.713421,2.184905,2.784832,3.597142,2.01023,2.484514,0,0,0,0,0,0,1.713421,0,1.713421,0,1.713421,0,0,0,0,0,0,0,0,0,0,0,0
9,20,1998,BP,0,2.360919,3.183217,3.058373,0,2.185772,3.505287,0,2.360919,3.461835,3.745303,0,0,0,0,0,0,0,0,2.185772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24,1998,LT,0,1.917977,3.946172,3.842181,2.758555,0,2.867532,3.310852,2.216376,3.34426,3.620374,2.516085,2.61273,0,0,0,1.917977,0,0,2.391587,0,2.61273,0,2.216376,0,2.816453,0,0,0,0,1.917977,2.216376,0,0,0,0
9,26,1998,LT,0,0,4.025032,3.885385,3.477433,0,3.716745,2.249292,2.849514,3.514144,3.678294,0,2.72478,0,0,0,0,0,0,0,0,1.950702,0,2.249292,0,0,0,0,0,0,2.249292,0,0,0,0,0
10,5,1998,NH,0,0,3.344039,3.629462,2.867311,0,2.843863,2.543454,2.589087,3.269442,2.986356,1.894569,1.894569,0,0,0,0,0,0,0,1.894569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,1998,NH,0,0,2.672438,3.312703,2.582474,0,2.614578,1.481951,1.481951,2.468872,2.51013,1.481951,1.481951,0,0,0,0,0,0,1.994691,0,1.31296,0,0,0,2.293517,0,0,0,0,0,0,0,0,0,0
11,16,1998,LT,0,0,3.581366,4.053639,2.49628,0,2.942546,1.802815,1.802815,2.642012,3.176423,2.100412,1.976621,0,0,0,0,0,0,2.671909,0,2.100412,2.100412,1.976621,1.802815,2.609903,1.508571,0,0,0,0,0,1.508571,0,0,0
12,17,1998,NH,0,0,2.510504,3.635259,2.416559,0,1.606236,0,1.683622,1.512007,2.938271,0,1.806305,0,0,0,0,0,0,1.606236,1.901856,2.375333,0,1.683622,0,0,0,0,0,0,0,1.683622,0,0,1.224134,0
2,17,1999,LT,0,0,3.241429,3.8038,2.579567,0,2.008669,2.725368,0,0,3.110238,0,1.711875,0,0,0,0,0,0,0,2.307565,3.004821,0,2.008669,0,2.104727,2.008669,0,0,0,0,0,0,0,0,0
3,11,1999,NH,0,0,3.500375,3.613975,2.813944,1.485298,1.485298,0,0,0,2.172751,0,0,0,0,0,0,0,0,0,1.952844,2.902761,0,2.251446,0,2.47232,0,1.485298,0,0,0,2.83322,0,0,0,0
4,1,1999,NH,0,2.29696,4.530304,4.307621,1.701427,0,2.83946,0,1.701427,1.701427,3.237023,0,1.998117,0,0,0,0,0,1.701427,0,0,2.29696,0,0,0,2.29696,0,0,0,0,0,0,0,0,0,0
4,19,1999,LT,0,2.631624,3.768985,3.083265,2.552646,0,1.858515,0,0,0,2.252831,0,2.252831,0,0,0,0,0,0,0,2.032596,2.456039,0,1.563459,0,0,1.563459,0,1.563459,0,0,0,0,0,0,0
4,29,1999,NH,0,0,3.781087,3.749899,1.489951,1.489951,1.9576,1.489951,0,0,1.9576,2.556054,1.489951,0,0,1.489951,0,0,0,0,0,0,1.489951,1.489951,0,0,0,0,0,0,0,0,0,0,0,0
5,14,1999,NH,0,1.500673,4.005296,3.679955,1.500673,2.333855,2.092325,2.333855,0,1.500673,2.633878,0,0,0,0,0,0,0,1.500673,0,0,1.500673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,1999,BP,0,1.65093,3.948663,3.682601,0,0,0,1.947082,0,2.942644,2.42092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,1999,NH,0,1.532166,3.570491,3.172726,0,2.423951,0,2.366192,0,2.871987,0,1.532166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,1999,BP,0,3.530865,4.538944,3.655772,0,3.570363,0,3.509682,0,3.46394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1999,LT,0,0,4.67003,3.960374,0,3.268324,0,3.057617,0,3.894564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,1999,LT,0,2.416614,4.369207,3.71606,1.646704,3.64973,0,2.615572,0,2.892624,0,2.337765,1.646704,1.646704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,1999,NH,0,1.97414,3.758457,3.401042,0,2.873178,1.218445,2.323754,0,3.145908,0,1.800347,1.506141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1999,NH,0,0,3.439637,3.266127,0,2.050416,0,1.905832,0,2.481622,0,1.515909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,1999,NH,0,0,3.760249,3.606018,0,2.377287,0,2.078075,0,2.473833,1.780659,2.078075,1.780659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1999,NH,0,0,3.851042,3.572674,0,0,0,2.3887,0,3.196383,0,2.337769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.448426,0,0,0,0,0
8,19,1999,NH,0,0,4.380562,3.894237,0,2.947379,0,2.947379,0,4.101825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1999,NH,0,0,4.411593,3.815832,0,0,0,3.117127,0,3.402203,0,1.975289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,1999,NH,0,0,3.144959,3.426955,0,0,0,2.339842,0,3.080367,0,1.876303,1.317867,0,0,0,0,0,0,0,0,0,0,0,0,1.317867,0,0,0,0,0,0,0,0,0,0
9,22,1999,LT,0,2.99524,3.980123,3.568949,0,0,0,1.920862,0,2.870448,0,0,2.219279,1.920862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,1999,BP,0,3.126453,3.890971,3.499846,0,1.913971,0,2.387548,0,2.812404,1.913971,0,2.088294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,1999,NH,0,2.210863,4.08328,3.644974,1.739054,1.739054,0,3.281517,0,3.354503,3.129324,0,2.036106,0,0,0,1.445873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1999,LT,0,1.723869,3.083924,3.090079,0,0,0,1.262849,0,2.354336,0,0,0,0,0,0,0,0,0,0,1.262849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,20,1999,NH,0,1.604025,3.717015,3.552243,2.439759,0,0,1.313671,1.313671,1.604025,2.548553,1.899617,1.604025,0,0,0,0,0,0,0,2.073881,1.899617,0,1.995431,1.899617,2.140304,0,1.313671,0,0,0,1.899617,0,0,0,0
1,20,2000,NH,0,0,3.397004,3.590961,2.413233,0,0,1.614129,0,1.973831,2.537753,0,1.260008,0,0,1.185574,0,0,0,0,0,2.500079,0.8281733,1.185574,0,2.063142,0,0,0,0,0,1.939453,0,0,0,0
2,1,2000,LT,0,0,3.90432,3.385262,2.315307,0,1.797304,0,0,1.333818,2.728985,0,1.797304,0,0,0,0,0,0,0,0,1.624662,0,0,0,2.218922,0,0,0,0,0,0,0,0,0,0
2,16,2000,NH,0,0,3.731041,3.597322,3.296402,0,0,0,1.524044,0,2.833709,0,1.818528,0,0,0,0,0,0,0,0,2.46658,0,0,0,2.687835,0,0,0,0,0,1.524044,0,0,0,0
3,7,2000,NH,0,0,2.821233,2.619722,1.837926,0,0,0,1.254388,0,1.254388,0,0,0,0.9768858,0,0,0,0,0,1.422345,1.837926,0,0.9768858,0.9768858,1.974505,0.9768858,0,0.9768858,0,0,0,0,0,0,0
4,6,2000,NH,0,0,3.456858,3.498635,1.943171,0,0,2.576168,0,0,1.475838,1.475838,2.503827,1.475838,1.475838,0,0,0,0,1.475838,0,1.769547,0,0,0,1.475838,0,0,0,0,0,0,0,0,0,0
4,11,2000,LT,0,0,4.238492,3.699285,0,0,0,3.238718,0,0,0,2.286476,2.286476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,2000,NH,0,0,4.035664,2.954519,2.082581,0,0,2.478361,0,0,0,0,1.491162,0,0,0,0,0,0,0,0,0,0,0,0,2.082581,0,0,0,0,0,0,0,0,0,0
5,17,2000,NH,0,0,3.289383,2.665375,0,0,0,1.949186,0,0,1.361531,0,1.361531,0,0,0,0,0,0,0,0,1.361531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,2000,NH,0,0,3.911644,3.7399,0,1.743412,0,2.690628,0,2.136622,0,0,2.040504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,2000,Me,0,0,4.645286,3.310174,0,0,0,2.904737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,2000,Me,0,1.433587,3.918393,3.667795,0,1.433587,0,2.322443,0,2.460182,1.726541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,2000,BP,0,1.918398,3.796857,2.613155,0,2.654452,0,2.2168,0,1.918398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,2000,BP,0,1.520658,3.631314,2.587666,0,1.520658,0,0,0,1.98896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,2000,NH,0,2.808244,4.443377,3.409797,0,3.306623,0,2.694503,0,2.773538,0,1.999029,0,0,0,1.999029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,2000,LT,0,1.989246,4.124683,3.215485,0,0,0,3.263762,0,2.68464,0,0,2.587954,0,0,2.288044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,2000,NH,0,0,4.30477,3.562316,0,2.309062,0,3.562316,0,3.404006,0,2.010158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,2000,Me,0,0,4.524787,3.447882,0,2.871075,0,2.762098,0,3.694487,1.921483,0,0,0,0,1.921483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,2000,Me,0,2.720678,4.681281,3.761318,0,3.072401,0,3.294102,0,3.636405,2.121089,0,1.823333,0,0,1.823333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,2000,NH,0,3.1392,4.961348,3.506997,0,3.752921,0,3.741024,0,3.741024,2.963266,2.187472,2.187472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,28,2000,NH,0,1.787669,4.17501,3.573037,0,2.927171,0,2.9571,0,3.21216,2.781249,0,2.384385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,2000,LT,0,3.233581,4.982627,3.906797,0,3.50231,0,3.467559,0,4.116616,2.865942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23,2000,BP,0,0,4.750291,4.056992,0,3.194259,0,3.361661,0,3.167948,3.662597,1.96823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,2000,NH,0,0,4.75001,3.917134,0,2.824311,0,3.27105,0,3.629941,2.824311,0,0,0,0,0,0,0,0,0,0,2.127936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2000,NH,0,3.468803,4.254586,4.155756,0,0,0,1.905881,0,3.391992,3.222933,0,1.905881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,2000,NH,0,2.363365,4.200356,3.458541,0,0,0,2.538829,0,2.064212,2.663454,0,0,0,0,0,0,0,2.064212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,2000,NH,0,0,3.946704,4.14468,1.887856,0,0,0,0,2.785999,2.582305,0,0,0,0,0,0,0,0,1.887856,0,1.887856,0,0,0,1.887856,0,1.887856,0,0,0,0,0,0,0,0
12,6,2000,NH,0,2.177529,4.069541,4.104087,1.879375,0,2.573734,0,0,2.719531,3.129199,1.879375,1.879375,0,0,0,0,0,0,2.177529,0,2.477114,1.879375,1.879375,2.177529,2.352657,2.177529,0,0,0,0,0,0,0,0,0
1,16,2001,NH,0,0,2.849534,3.763366,2.932402,0,0,1.876999,0,1.581696,2.61262,1.581696,1.876999,0,0,0,0,0,0,2.175138,0,2.87178,1.876999,1.581696,0,2.61262,2.747036,0,0,0,0,0,0,0,0,0
1,27,2001,LT,0,0,3.96216,4.193183,3.077196,0,0,0,0,1.639745,3.148497,2.534036,1.639745,0,1.639745,1.639745,0,0,0,2.234274,2.234274,2.534036,1.935769,2.476225,1.639745,2.40952,2.534036,0,1.639745,0,0,0,0,0,0,0
2,14,2001,NH,0,0,3.601919,3.743695,2.639878,0,2.078253,1.608325,0,1.608325,2.7444,0,1.903971,0,2.078253,0,0,0,0,2.298648,1.608325,2.501949,0,1.903971,0,0,0,0,0,0,0,0,0,0,0,0
2,28,2001,NH,0,0,3.401723,3.960501,2.679357,0,0,0,0,1.839677,2.612561,0,1.839677,0,0,1.839677,0,1.839677,0,2.137554,0,2.436999,0,2.137554,0,0,2.788299,0,0,0,0,0,0,0,0,0
3,12,2001,NH,0,0,3.238175,3.67986,2.521378,0,1.577471,1.872718,0,0,1.872718,0,2.046864,0,0,0,0,0,0,1.872718,1.577471,2.046864,0,1.577471,0,0,0,0,0,1.577471,0,0,0,0,0,0
3,20,2001,LT,0,0,3.669077,3.922293,2.533085,1.695556,1.992187,1.992187,0,1.992187,2.291,0,0,0,0,0,0,0,1.695556,2.533085,1.992187,1.695556,0,0,0,0,0,0,1.992187,0,0,0,0,0,0,0
