Mon,Day,Year,sshtimser
9,23,2006,0.073062392
9,24,2006,0.073862398
9,25,2006,0.074962395
9,26,2006,0.073362397
9,27,2006,0.073762397
9,28,2006,0.074562395
9,29,2006,0.074662397
9,30,2006,0.075662399
10,1,2006,0.076062398
10,2,2006,0.076462398
10,3,2006,0.077462392
10,4,2006,0.078062395
10,5,2006,0.078862394
10,6,2006,0.079862396
10,7,2006,0.080262395
10,8,2006,0.079962397
10,9,2006,0.081262397
10,10,2006,0.080862398
10,11,2006,0.081562395
10,12,2006,0.080662394
10,13,2006,0.080162393
10,14,2006,0.080562393
10,15,2006,0.079562398
10,16,2006,0.078362393
10,17,2006,0.076962399
10,18,2006,0.075662399
10,19,2006,0.071762393
10,20,2006,0.068062397
10,21,2006,0.064962397
10,22,2006,0.062962393
10,23,2006,0.058562393
10,24,2006,0.054762395
10,25,2006,0.052462394
10,26,2006,0.049962396
10,27,2006,0.047862398
10,28,2006,0.046362395
10,29,2006,0.047562393
10,30,2006,0.043962399
10,31,2006,0.042662399
11,1,2006,0.041762399
11,2,2006,0.040562394
11,3,2006,0.039662393
11,4,2006,0.039662393
11,5,2006,0.039062398
11,6,2006,0.037662397
11,7,2006,0.037362399
11,8,2006,0.037762398
11,9,2006,0.036062399
11,10,2006,0.032462394
11,11,2006,0.032262395
11,12,2006,0.028862397
11,13,2006,0.028362396
11,14,2006,0.027562397
11,15,2006,0.026662397
11,16,2006,0.026162396
11,17,2006,0.024462397
11,18,2006,0.022862396
11,19,2006,0.019062395
11,20,2006,0.018062396
11,21,2006,0.014762396
11,22,2006,0.009662396
11,23,2006,0.007762397
11,24,2006,0.008462394
11,25,2006,0.005962396
11,26,2006,0.003162396
11,27,2006,0.001062395
11,28,2006,-0.001737604
11,29,2006,-0.003237605
11,30,2006,-0.002837604
12,1,2006,-0.005337605
12,2,2006,-0.004937604
12,3,2006,-0.006937604
12,4,2006,-0.008137604
12,5,2006,-0.009137604
12,6,2006,-0.010137604
12,7,2006,-0.012137605
12,8,2006,-0.012837604
12,9,2006,-0.011237604
12,10,2006,-0.011137604
12,11,2006,-0.010037604
12,12,2006,-0.009537605
12,13,2006,-0.007537605
12,14,2006,-0.007237604
12,15,2006,-0.005637604
12,16,2006,-0.004537604
12,17,2006,-0.003237605
12,18,2006,-0.003937604
12,19,2006,-0.001837605
12,20,2006,-0.001037605
12,21,2006,-0.000837605
12,22,2006,0.000762396
12,23,2006,0.002462395
12,24,2006,0.004362395
12,25,2006,0.005062396
12,26,2006,0.002662396
12,27,2006,0.002362395
12,28,2006,0.003062396
12,29,2006,0.001362395
12,30,2006,-0.001937605
12,31,2006,-0.004137605
1,1,2007,-0.006137604
1,2,2007,-0.009237604
1,3,2007,-0.008837605
1,4,2007,-0.011737605
1,5,2007,-0.013337604
1,6,2007,-0.015137604
1,7,2007,-0.017437605
1,8,2007,-0.017437605
1,9,2007,-0.019237605
1,10,2007,-0.021937605
1,11,2007,-0.022437604
1,12,2007,-0.023537604
1,13,2007,-0.024637604
1,14,2007,-0.025037604
1,15,2007,-0.026437604
1,16,2007,-0.028637604
1,17,2007,-0.030937604
1,18,2007,-0.034037605
1,19,2007,-0.035937604
1,20,2007,-0.036837604
1,21,2007,-0.036037605
1,22,2007,-0.036437604
1,23,2007,-0.039537605
1,24,2007,-0.040437605
1,25,2007,-0.035037604
1,26,2007,-0.036137605
1,27,2007,-0.040137604
1,28,2007,-0.036637605
1,29,2007,-0.037437604
1,30,2007,-0.039237604
1,31,2007,-0.041737605
2,1,2007,-0.042537604
2,2,2007,-0.042937604
2,3,2007,-0.041637605
2,4,2007,-0.040737604
2,5,2007,-0.040337604
2,6,2007,-0.041637605
2,7,2007,-0.041237604
2,8,2007,-0.040737604
2,9,2007,-0.040637605
2,10,2007,-0.038437605
2,11,2007,-0.038837605
2,12,2007,-0.039037604
2,13,2007,-0.038337605
2,14,2007,-0.039137604
2,15,2007,-0.038537604
2,16,2007,-0.039337605
2,17,2007,-0.039137604
2,18,2007,-0.040037605
2,19,2007,-0.040237604
2,20,2007,-0.041037605
2,21,2007,-0.041737605
2,22,2007,-0.041137605
2,23,2007,-0.039937605
2,24,2007,-0.039337605
2,25,2007,-0.039337605
2,26,2007,-0.037837605
2,27,2007,-0.036237605
2,28,2007,-0.033937604
3,1,2007,-0.031437604
3,2,2007,-0.028837604
3,3,2007,-0.028637604
3,4,2007,-0.026337604
3,5,2007,-0.024137604
3,6,2007,-0.021337604
3,7,2007,-0.019637605
3,8,2007,-0.017037605
3,9,2007,-0.015637604
3,10,2007,-0.013837604
3,11,2007,-0.012237604
3,12,2007,-0.013337604
3,13,2007,-0.014437604
3,14,2007,-0.013137605
3,15,2007,-0.013637605
3,16,2007,-0.014737605
3,17,2007,-0.014337604
3,18,2007,-0.015037604
3,19,2007,-0.014537604
3,20,2007,-0.014937604
3,21,2007,-0.015537604
3,22,2007,-0.014437604
3,23,2007,-0.013737605
3,24,2007,-0.014937604
3,25,2007,-0.014437604
3,26,2007,-0.014737605
3,27,2007,-0.013937604
3,28,2007,-0.014237605
3,29,2007,-0.014037604
3,30,2007,-0.012337604
3,31,2007,-0.012437604
4,1,2007,-0.011237604
4,2,2007,-0.010937605
4,3,2007,-0.011637603
4,4,2007,-0.014237605
4,5,2007,-0.015937605
4,6,2007,-0.016637604
4,7,2007,-0.016437605
4,8,2007,-0.015937605
4,9,2007,-0.014837605
4,10,2007,-0.013837604
4,11,2007,-0.013437604
4,12,2007,-0.013037605
4,13,2007,-0.011037605
4,14,2007,-0.010737605
4,15,2007,-0.011837605
4,16,2007,-0.009637605
4,17,2007,-0.008237604
4,18,2007,-0.007837604
4,19,2007,-0.007137604
4,20,2007,-0.006137604
4,21,2007,-0.005537605
4,22,2007,-0.005737604
4,23,2007,-0.006637605
4,24,2007,-0.007437605
4,25,2007,-0.006937604
4,26,2007,-0.008337604
4,27,2007,-0.007637605
4,28,2007,-0.008237604
4,29,2007,-0.008537605
4,30,2007,-0.009737605
5,1,2007,-0.009437604
5,2,2007,-0.011237604
5,3,2007,-0.010937605
5,4,2007,-0.010037604
5,5,2007,-0.008037604
5,6,2007,-0.010037604
5,7,2007,-0.009837605
5,8,2007,-0.009937605
5,9,2007,-0.006837604
5,10,2007,-0.005937604
5,11,2007,-0.005837604
5,12,2007,-0.005537605
5,13,2007,-0.004537604
5,14,2007,-0.002737604
5,15,2007,-0.002637604
5,16,2007,-0.003737604
5,17,2007,-0.004737604
5,18,2007,-0.004537604
5,19,2007,-0.004037605
5,20,2007,-0.005137605
5,21,2007,-0.008137604
5,22,2007,-0.007837604
5,23,2007,-0.010037604
5,24,2007,-0.011637603
5,25,2007,-0.013337604
5,26,2007,-0.013737605
5,27,2007,-0.014837605
5,28,2007,-0.015037604
5,29,2007,-0.015437604
5,30,2007,-0.016837604
5,31,2007,-0.018237604
6,1,2007,-0.019037604
6,2,2007,-0.020137604
6,3,2007,-0.020137604
6,4,2007,-0.020437604
6,5,2007,-0.020337605
6,6,2007,-0.020637604
6,7,2007,-0.020437604
6,8,2007,-0.020737604
6,9,2007,-0.020637604
6,10,2007,-0.019837604
6,11,2007,-0.018537605
6,12,2007,-0.018137605
6,13,2007,-0.016537604
6,14,2007,-0.014637604
6,15,2007,-0.013337604
6,16,2007,-0.011537604
6,17,2007,-0.009737605
6,18,2007,-0.008437605
6,19,2007,-0.006837604
6,20,2007,-0.004837604
6,21,2007,-0.003637604
6,22,2007,-0.002537604
6,23,2007,-0.000337604
6,24,2007,0.001562396
6,25,2007,0.004062394
6,26,2007,0.005262396
6,27,2007,0.007262396
6,28,2007,0.009862395
6,29,2007,0.011562394
6,30,2007,0.012562396
7,1,2007,0.015162396
7,2,2007,0.015662397
7,3,2007,0.018262396
7,4,2007,0.017362396
7,5,2007,0.018562397
7,6,2007,0.018062396
7,7,2007,0.018462396
7,8,2007,0.018462396
7,9,2007,0.018362394
7,10,2007,0.019062395
7,11,2007,0.020562394
7,12,2007,0.020762397
7,13,2007,0.021262395
7,14,2007,0.023262395
7,15,2007,0.024662396
7,16,2007,0.027062396
7,17,2007,0.027762397
7,18,2007,0.028862397
7,19,2007,0.029862395
7,20,2007,0.030962395
7,21,2007,0.031562394
7,22,2007,0.031462396
7,23,2007,0.032562396
7,24,2007,0.032962395
7,25,2007,0.033562394
7,26,2007,0.033862396
7,27,2007,0.035462397
7,28,2007,0.034962396
7,29,2007,0.033862396
7,30,2007,0.033962397
7,31,2007,0.033862396
8,1,2007,0.033562394
8,2,2007,0.033762394
8,3,2007,0.034662394
8,4,2007,0.034262395
8,5,2007,0.034462395
8,6,2007,0.036562393
8,7,2007,0.037562395
8,8,2007,0.038062396
8,9,2007,0.038862395
8,10,2007,0.040362398
8,11,2007,0.041362392
8,12,2007,0.042062397
8,13,2007,0.043962399
8,14,2007,0.045762392
8,15,2007,0.047262395
8,16,2007,0.048862392
8,17,2007,0.050762395
8,18,2007,0.053362394
8,19,2007,0.054362396
8,20,2007,0.056162397
8,21,2007,0.059462393
8,22,2007,0.061762395
8,23,2007,0.063362392
8,24,2007,0.066262396
8,25,2007,0.068562398
8,26,2007,0.070462393
8,27,2007,0.071362393
8,28,2007,0.072562399
8,29,2007,0.075662399
8,30,2007,0.077462392
8,31,2007,0.080362397
9,1,2007,0.082762393
9,2,2007,0.083962398
9,3,2007,0.085962395
9,4,2007,0.088162395
9,5,2007,0.090262393
9,6,2007,0.092062394
9,7,2007,0.093962396
9,8,2007,0.095862398
9,9,2007,0.098062391
9,10,2007,0.098662401
9,11,2007,0.098462398
9,12,2007,0.098562399
9,13,2007,0.100562388
9,14,2007,0.100462402
9,15,2007,0.100162397
9,16,2007,0.100162397
9,17,2007,0.099862392
9,18,2007,0.098962391
9,19,2007,0.097862402
9,20,2007,0.094562399
9,21,2007,0.093362393
9,22,2007,0.091262395
9,23,2007,0.090362395
9,24,2007,0.088062393
9,25,2007,0.080862398
9,26,2007,0.076462398
9,27,2007,0.071362393
9,28,2007,0.067862394
9,29,2007,0.065562392
9,30,2007,0.061162392
10,1,2007,0.056862394
10,2,2007,0.050762395
10,3,2007,0.048762398
10,4,2007,0.044662396
10,5,2007,0.040262396
10,6,2007,0.037762398
10,7,2007,0.034762396
10,8,2007,0.032362396
10,9,2007,0.030762395
10,10,2007,0.026762395
10,11,2007,0.025762396
10,12,2007,0.024662396
10,13,2007,0.023562396
10,14,2007,0.025262395
10,15,2007,0.026162396
10,16,2007,0.028062394
10,17,2007,0.030162396
10,18,2007,0.032262395
10,19,2007,0.035762394
10,20,2007,0.038162398
10,21,2007,0.041062395
10,22,2007,0.043862397
10,23,2007,0.046862396
10,24,2007,0.049962396
10,25,2007,0.052162396
10,26,2007,0.053362394
10,27,2007,0.052362392
10,28,2007,0.054062399
10,29,2007,0.052962395
10,30,2007,0.053562398
10,31,2007,0.046362395
11,1,2007,0.048462393
11,2,2007,0.047562393
11,3,2007,0.050462397
11,4,2007,0.048762398
11,5,2007,0.050162392
11,6,2007,0.052762399
11,7,2007,0.054962399
11,8,2007,0.056662398
11,9,2007,0.061862396
11,10,2007,0.062162394
11,11,2007,0.063862393
11,12,2007,0.061862396
11,13,2007,0.063762399
11,14,2007,0.064362394
11,15,2007,0.064062396
11,16,2007,0.064962397
11,17,2007,0.062362397
11,18,2007,0.060662398
11,19,2007,0.060662398
11,20,2007,0.059562395
11,21,2007,0.060262399
11,22,2007,0.058662394
11,23,2007,0.057262393
11,24,2007,0.057562398
11,25,2007,0.058362397
11,26,2007,0.058562393
11,27,2007,0.060562397
11,28,2007,0.060862394
11,29,2007,0.061662393
11,30,2007,0.062262396
12,1,2007,0.063862393
12,2,2007,0.064762393
12,3,2007,0.066862399
12,4,2007,0.063862393
12,5,2007,0.066362398
12,6,2007,0.065262394
12,7,2007,0.062162394
12,8,2007,0.060362393
12,9,2007,0.058062399
12,10,2007,0.056862394
12,11,2007,0.051262396
12,12,2007,0.045062395
12,13,2007,0.041762399
12,14,2007,0.040062393
12,15,2007,0.037162396
12,16,2007,0.033762394
12,17,2007,0.030262394
12,18,2007,0.026662397
12,19,2007,0.023862394
12,20,2007,0.019462394
12,21,2007,0.016862395
12,22,2007,0.014862394
12,23,2007,0.011362395
12,24,2007,0.009562394
12,25,2007,0.006962395
12,26,2007,0.006062394
12,27,2007,0.006462397
12,28,2007,0.006362396
12,29,2007,0.005362397
12,30,2007,0.005962396
12,31,2007,0.006662397
1,1,2008,0.007062396
1,2,2008,0.008062395
1,3,2008,0.008162396
1,4,2008,0.009162395
1,5,2008,0.010762396
1,6,2008,0.014862394
1,7,2008,0.016162394
1,8,2008,0.015662397
1,9,2008,0.016662395
1,10,2008,0.014162397
1,11,2008,0.013062397
1,12,2008,0.010862397
1,13,2008,0.009762397
1,14,2008,0.007262396
1,15,2008,0.003962396
1,16,2008,0.001762396
1,17,2008,-0.000637604
1,18,2008,-0.002637604
1,19,2008,-0.005237605
1,20,2008,-0.007937604
1,21,2008,-0.009537605
1,22,2008,-0.011237604
1,23,2008,-0.011637603
1,24,2008,-0.012337604
1,25,2008,-0.013637605
1,26,2008,-0.012837604
1,27,2008,-0.011237604
1,28,2008,-0.010737605
1,29,2008,-0.011137604
1,30,2008,-0.011737605
1,31,2008,-0.011337604
2,1,2008,-0.011137604
2,2,2008,-0.010337604
2,3,2008,-0.010837605
2,4,2008,-0.012137605
2,5,2008,-0.011937605
2,6,2008,-0.011637603
2,7,2008,-0.011237604
2,8,2008,-0.012537605
2,9,2008,-0.012937604
2,10,2008,-0.010537603
2,11,2008,-0.013137605
2,12,2008,-0.011437604
2,13,2008,-0.010437604
2,14,2008,-0.007437605
2,15,2008,-0.007037604
2,16,2008,-0.005737604
2,17,2008,-0.002137605
2,18,2008,-0.001737604
2,19,2008,0.002962396
2,20,2008,0.008062395
2,21,2008,0.010462394
2,22,2008,0.010662394
2,23,2008,0.014862394
2,24,2008,0.016662395
2,25,2008,0.019362396
2,26,2008,0.020462396
2,27,2008,0.020362394
2,28,2008,0.021362396
2,29,2008,0.023162397
3,1,2008,0.021762396
3,2,2008,0.020962397
3,3,2008,0.020162395
3,4,2008,0.018562397
3,5,2008,0.015362395
3,6,2008,0.009462396
3,7,2008,0.006862397
3,8,2008,0.002862396
3,9,2008,0.000762396
3,10,2008,-0.002737604
3,11,2008,-0.005837604
3,12,2008,-0.008237604
3,13,2008,-0.010737605
3,14,2008,-0.013537604
3,15,2008,-0.014637604
3,16,2008,-0.014637604
3,17,2008,-0.016637604
3,18,2008,-0.019737605
3,19,2008,-0.020537604
3,20,2008,-0.022437604
3,21,2008,-0.023637605
3,22,2008,-0.022737604
3,23,2008,-0.024537604
3,24,2008,-0.024037604
3,25,2008,-0.028337604
3,26,2008,-0.028437604
3,27,2008,-0.027837604
3,28,2008,-0.030537604
3,29,2008,-0.031537605
3,30,2008,-0.032837604
3,31,2008,-0.035137605
4,1,2008,-0.036837604
4,2,2008,-0.037337605
4,3,2008,-0.038037604
4,4,2008,-0.036137605
4,5,2008,-0.038037604
4,6,2008,-0.037437604
4,7,2008,-0.037437604
4,8,2008,-0.037237605
4,9,2008,-0.036737605
4,10,2008,-0.036837604
4,11,2008,-0.036737605
4,12,2008,-0.034837605
4,13,2008,-0.033037604
4,14,2008,-0.032737604
4,15,2008,-0.029737604
4,16,2008,-0.026837604
4,17,2008,-0.024137604
4,18,2008,-0.021637604
4,19,2008,-0.021337604
4,20,2008,-0.017937604
4,21,2008,-0.014437604
4,22,2008,-0.014137605
4,23,2008,-0.011837605
4,24,2008,-0.009837605
4,25,2008,-0.007737605
4,26,2008,-0.005437605
4,27,2008,-0.003137605
4,28,2008,-0.001637604
4,29,2008,0.001662396
4,30,2008,0.006562395
5,1,2008,0.007862395
5,2,2008,0.009862395
5,3,2008,0.012062395
5,4,2008,0.013462397
5,5,2008,0.015362395
5,6,2008,0.018662395
5,7,2008,0.020662396
5,8,2008,0.022962397
5,9,2008,0.024762394
5,10,2008,0.025362397
5,11,2008,0.027762397
5,12,2008,0.028462397
5,13,2008,0.031462396
5,14,2008,0.033862396
5,15,2008,0.033862396
5,16,2008,0.035762394
5,17,2008,0.036262395
5,18,2008,0.037562395
5,19,2008,0.037562395
5,20,2008,0.039962398
5,21,2008,0.040062393
5,22,2008,0.041762399
5,23,2008,0.042262392
5,24,2008,0.043362396
5,25,2008,0.045662398
5,26,2008,0.045962396
5,27,2008,0.045362393
5,28,2008,0.045662398
5,29,2008,0.043762396
5,30,2008,0.042062397
5,31,2008,0.042962397
6,1,2008,0.041462394
6,2,2008,0.042762394
6,3,2008,0.042962397
6,4,2008,0.042862395
6,5,2008,0.042562398
6,6,2008,0.042662399
6,7,2008,0.044362398
6,8,2008,0.045962396
6,9,2008,0.047162393
6,10,2008,0.048562395
6,11,2008,0.050462397
6,12,2008,0.052762399
6,13,2008,0.053862395
6,14,2008,0.055062393
6,15,2008,0.055762398
6,16,2008,0.057762394
6,17,2008,0.059162395
6,18,2008,0.060062396
6,19,2008,0.061762395
6,20,2008,0.064262392
6,21,2008,0.065062398
6,22,2008,0.066162395
6,23,2008,0.066362398
6,24,2008,0.067462394
6,25,2008,0.068762394
6,26,2008,0.071162397
6,27,2008,0.073462399
6,28,2008,0.075862395
6,29,2008,0.077162395
6,30,2008,0.078662398
7,1,2008,0.078562396
7,2,2008,0.078462394
7,3,2008,0.079262393
7,4,2008,0.078462394
7,5,2008,0.079662392
7,6,2008,0.079962397
7,7,2008,0.080062399
7,8,2008,0.078362393
7,9,2008,0.080362397
7,10,2008,0.080862398
7,11,2008,0.081362399
7,12,2008,0.081162395
7,13,2008,0.079962397
7,14,2008,0.081362399
7,15,2008,0.080862398
7,16,2008,0.082462395
7,17,2008,0.082062396
7,18,2008,0.081662396
7,19,2008,0.079962397
7,20,2008,0.079862396
7,21,2008,0.078262398
7,22,2008,0.076662394
7,23,2008,0.075062396
7,24,2008,0.073662395
7,25,2008,0.070962394
7,26,2008,0.068562398
7,27,2008,0.067062395
7,28,2008,0.066262396
7,29,2008,0.066262396
7,30,2008,0.066962393
7,31,2008,0.066562394
8,1,2008,0.067362393
8,2,2008,0.069062399
8,3,2008,0.069862398
8,4,2008,0.070462393
8,5,2008,0.071262399
8,6,2008,0.070862392
8,7,2008,0.071862394
8,8,2008,0.071362393
8,9,2008,0.072562399
8,10,2008,0.074062394
8,11,2008,0.073162394
8,12,2008,0.072562399
8,13,2008,0.072762395
8,14,2008,0.072362395
8,15,2008,0.071762393
8,16,2008,0.071262399
8,17,2008,0.070562395
8,18,2008,0.068962397
8,19,2008,0.068762394
8,20,2008,0.067862394
8,21,2008,0.066862399
8,22,2008,0.066162395
8,23,2008,0.064362394
8,24,2008,0.062562393
8,25,2008,0.060462395
8,26,2008,0.057962397
8,27,2008,0.056762392
8,28,2008,0.055962393
8,29,2008,0.054662394
8,30,2008,0.053262392
8,31,2008,0.052262398
9,1,2008,0.050862397
9,2,2008,0.049362393
9,3,2008,0.047862398
9,4,2008,0.047062399
9,5,2008,0.047062399
9,6,2008,0.046362395
9,7,2008,0.046262393
9,8,2008,0.047462399
9,9,2008,0.045262399
9,10,2008,0.046562398
9,11,2008,0.045862394
9,12,2008,0.045362393
9,13,2008,0.045562396
9,14,2008,0.046362395
9,15,2008,0.045762392
9,16,2008,0.045362393
9,17,2008,0.044262397
9,18,2008,0.042862395
9,19,2008,0.040862399
9,20,2008,0.041262398
9,21,2008,0.041162396
9,22,2008,0.040362398
9,23,2008,0.039062398
9,24,2008,0.038762393
9,25,2008,0.038562397
9,26,2008,0.038162398
9,27,2008,0.037462393
9,28,2008,0.036462399
9,29,2008,0.036262395
9,30,2008,0.035662393
10,1,2008,0.035562398
10,2,2008,0.034362397
10,3,2008,0.034762396
10,4,2008,0.033462396
10,5,2008,0.033262397
10,6,2008,0.031862395
10,7,2008,0.031462396
10,8,2008,0.031262396
10,9,2008,0.031762397
10,10,2008,0.032662394
10,11,2008,0.033062397
10,12,2008,0.033062397
10,13,2008,0.032862397
10,14,2008,0.038062396
10,15,2008,0.036762396
10,16,2008,0.038762393
10,17,2008,0.041762399
10,18,2008,0.044562394
10,19,2008,0.045562396
10,20,2008,0.045862394
10,21,2008,0.043762396
10,22,2008,0.040762397
10,23,2008,0.041962395
10,24,2008,0.040262396
10,25,2008,0.038962396
10,26,2008,0.038462395
10,27,2008,0.034862394
10,28,2008,0.034862394
10,29,2008,0.033262397
10,30,2008,0.030762395
10,31,2008,0.031762397
11,1,2008,0.027562397
11,2,2008,0.026162396
11,3,2008,0.025962396
11,4,2008,0.023762396
11,5,2008,0.021962395
11,6,2008,0.021362396
11,7,2008,0.020862395
11,8,2008,0.019362396
11,9,2008,0.019162396
11,10,2008,0.017862397
11,11,2008,0.017662397
11,12,2008,0.018262396
11,13,2008,0.018762397
11,14,2008,0.019362396
11,15,2008,0.019462394
11,16,2008,0.022162395
11,17,2008,0.022062397
11,18,2008,0.022362395
11,19,2008,0.022162395
11,20,2008,0.021762396
11,21,2008,0.022662396
11,22,2008,0.025562397
11,23,2008,0.023462395
11,24,2008,0.022762394
11,25,2008,0.021562396
11,26,2008,0.019562396
11,27,2008,0.018462396
11,28,2008,0.020762397
11,29,2008,0.020562394
11,30,2008,0.020062397
12,1,2008,0.020262396
12,2,2008,0.019662397
12,3,2008,0.018962397
12,4,2008,0.018462396
12,5,2008,0.017362396
12,6,2008,0.018162394
12,7,2008,0.018762397
12,8,2008,0.019062395
12,9,2008,0.022562394
12,10,2008,0.023062395
12,11,2008,0.022362395
12,12,2008,0.021562396
12,13,2008,0.022262397
12,14,2008,0.023562396
12,15,2008,0.022862396
12,16,2008,0.022362395
12,17,2008,0.021762396
12,18,2008,0.023262395
12,19,2008,0.020762397
12,20,2008,0.020562394
12,21,2008,0.020262396
12,22,2008,0.020162395
12,23,2008,0.019262394
12,24,2008,0.020062397
12,25,2008,0.020262396
12,26,2008,0.018162394
12,27,2008,0.017662397
12,28,2008,0.017062394
12,29,2008,0.015062394
12,30,2008,0.016062396
12,31,2008,0.013362395
1,1,2009,0.012062395
1,2,2009,0.012662394
1,3,2009,0.012862394
1,4,2009,0.011462396
1,5,2009,0.011462396
1,6,2009,0.012962396
1,7,2009,0.011762394
1,8,2009,0.010362396
1,9,2009,0.011062397
1,10,2009,0.010962395
1,11,2009,0.010762396
1,12,2009,0.010162397
1,13,2009,0.010362396
1,14,2009,0.008762395
1,15,2009,0.009862395
1,16,2009,0.008762395
1,17,2009,0.008762395
1,18,2009,0.007762397
1,19,2009,0.006562395
1,20,2009,0.005262396
1,21,2009,0.004562395
1,22,2009,0.003162396
1,23,2009,0.002362395
1,24,2009,0.000662396
1,25,2009,-0.001637604
1,26,2009,-0.002137605
1,27,2009,-0.005337605
1,28,2009,-0.007937604
1,29,2009,-0.008237604
1,30,2009,-0.011437604
1,31,2009,-0.010837605
2,1,2009,-0.014337604
2,2,2009,-0.016837604
2,3,2009,-0.021037604
2,4,2009,-0.026637604
2,5,2009,-0.030337604
2,6,2009,-0.036637605
2,7,2009,-0.035237604
2,8,2009,-0.037137605
2,9,2009,-0.035637605
2,10,2009,-0.035237604
2,11,2009,-0.034237604
2,12,2009,-0.034437604
2,13,2009,-0.033137604
2,14,2009,-0.033937604
2,15,2009,-0.034037605
2,16,2009,-0.034037605
2,17,2009,-0.034237604
2,18,2009,-0.033737605
2,19,2009,-0.034837605
2,20,2009,-0.034537605
2,21,2009,-0.036237605
2,22,2009,-0.037637604
2,23,2009,-0.039037604
2,24,2009,-0.041037605
2,25,2009,-0.043137604
2,26,2009,-0.042237605
2,27,2009,-0.043837605
2,28,2009,-0.043737605
3,1,2009,-0.044837605
3,2,2009,-0.046537604
3,3,2009,-0.044837605
3,4,2009,-0.043437605
3,5,2009,-0.042837605
3,6,2009,-0.040837604
3,7,2009,-0.037837605
3,8,2009,-0.037037604
3,9,2009,-0.036137605
3,10,2009,-0.033137604
3,11,2009,-0.032337605
3,12,2009,-0.030537604
3,13,2009,-0.029737604
3,14,2009,-0.029337604
3,15,2009,-0.029137604
3,16,2009,-0.028237604
3,17,2009,-0.027437604
3,18,2009,-0.027737604
3,19,2009,-0.027537604
3,20,2009,-0.027037604
3,21,2009,-0.026737604
3,22,2009,-0.027137604
3,23,2009,-0.026937604
3,24,2009,-0.026037604
3,25,2009,-0.024437604
3,26,2009,-0.022637604
3,27,2009,-0.021637604
3,28,2009,-0.021237604
3,29,2009,-0.020337605
3,30,2009,-0.019437604
3,31,2009,-0.018937604
4,1,2009,-0.017737604
4,2,2009,-0.016737604
4,3,2009,-0.015237605
4,4,2009,-0.014737605
4,5,2009,-0.012937604
4,6,2009,-0.011837605
4,7,2009,-0.012637605
4,8,2009,-0.013137605
4,9,2009,-0.011037605
4,10,2009,-0.010537603
4,11,2009,-0.009437604
4,12,2009,-0.008037604
4,13,2009,-0.008037604
4,14,2009,-0.009537605
4,15,2009,-0.008637605
4,16,2009,-0.009337604
4,17,2009,-0.009537605
4,18,2009,-0.010537603
4,19,2009,-0.010437604
4,20,2009,-0.012137605
4,21,2009,-0.012637605
4,22,2009,-0.013837604
4,23,2009,-0.015437604
4,24,2009,-0.014137605
4,25,2009,-0.013637605
4,26,2009,-0.015237605
4,27,2009,-0.014637604
4,28,2009,-0.016237604
4,29,2009,-0.015437604
4,30,2009,-0.014637604
5,1,2009,-0.015137604
5,2,2009,-0.015737604
5,3,2009,-0.016737604
5,4,2009,-0.017737604
5,5,2009,-0.018637605
5,6,2009,-0.018637605
5,7,2009,-0.020137604
5,8,2009,-0.021037604
5,9,2009,-0.021337604
5,10,2009,-0.020937604
5,11,2009,-0.020737604
5,12,2009,-0.022937604
5,13,2009,-0.021637604
5,14,2009,-0.021637604
5,15,2009,-0.020237604
5,16,2009,-0.022637604
5,17,2009,-0.021837604
5,18,2009,-0.024837604
5,19,2009,-0.026137604
5,20,2009,-0.026737604
5,21,2009,-0.028337604
5,22,2009,-0.029637604
5,23,2009,-0.030437604
5,24,2009,-0.033237605
5,25,2009,-0.035137605
5,26,2009,-0.036337604
5,27,2009,-0.037237605
5,28,2009,-0.038337605
5,29,2009,-0.039337605
5,30,2009,-0.040337604
5,31,2009,-0.039737604
6,1,2009,-0.039737604
6,2,2009,-0.039737604
6,3,2009,-0.037437604
6,4,2009,-0.036137605
6,5,2009,-0.033937604
6,6,2009,-0.032537604
6,7,2009,-0.031437604
6,8,2009,-0.030537604
6,9,2009,-0.028637604
6,10,2009,-0.026837604
6,11,2009,-0.025037604
6,12,2009,-0.023737604
6,13,2009,-0.022437604
6,14,2009,-0.019637605
6,15,2009,-0.020737604
6,16,2009,-0.019737605
6,17,2009,-0.018637605
6,18,2009,-0.018537605
6,19,2009,-0.016037604
6,20,2009,-0.015137604
6,21,2009,-0.014337604
6,22,2009,-0.013637605
6,23,2009,-0.012737604
6,24,2009,-0.009337604
6,25,2009,-0.006837604
6,26,2009,-0.003637604
6,27,2009,-0.002537604
6,28,2009,-0.001137605
6,29,2009,0.000162395
6,30,2009,0.000862396
7,1,2009,0.002662396
7,2,2009,0.003262395
7,3,2009,0.005662395
7,4,2009,0.007762397
7,5,2009,0.008562396
7,6,2009,0.010962395
7,7,2009,0.012262395
7,8,2009,0.014462395
7,9,2009,0.015162396
7,10,2009,0.016162394
7,11,2009,0.017562395
7,12,2009,0.018562397
7,13,2009,0.019862397
7,14,2009,0.021862397
7,15,2009,0.024062397
7,16,2009,0.023562396
7,17,2009,0.024662396
7,18,2009,0.025562397
7,19,2009,0.026462397
7,20,2009,0.028762395
7,21,2009,0.030762395
7,22,2009,0.032362396
7,23,2009,0.034562396
7,24,2009,0.036162394
7,25,2009,0.037562395
7,26,2009,0.039862397
7,27,2009,0.043162393
7,28,2009,0.043162393
7,29,2009,0.045762392
7,30,2009,0.047762396
